행정동코드,연도,월,연령대_I00,연령대_0_거주인구수,연령대_10_거주인구수,연령대_20_거주인구수,연령대_30_거주인구수,연령대_40_거주인구수,연령대_50_거주인구수,연령대_60_거주인구수,연령대_70_거주인구수,연령대_80_거주인구수,연령대_90_거주인구수
11650531,2021,9,16,2862,4149,3506,3456,6182,4846,3115,1857,761,126
11650531,2021,10,16,2855,4145,3496,3447,6174,4874,3136,1861,771,125
11650531,2021,11,9,2813,4162,3509,3400,6183,4886,3136,1870,781,127
11650531,2021,12,8,2800,4149,3488,3399,6157,4909,3136,1872,785,130
11650540,2021,1,20,2148,3459,3647,3839,5515,4639,2854,1425,592,124
11650540,2021,2,20,2125,3428,3611,3793,5441,4626,2852,1413,590,125
11650540,2021,4,17,2087,3392,3558,3732,5335,4613,2853,1399,596,117
11650540,2021,5,6,2068,3386,3507,3677,5291,4587,2871,1393,577,116
11650540,2021,6,6,2055,3353,3470,3616,5247,4563,2860,1375,571,117
11650540,2021,7,6,2021,3351,3439,3546,5215,4553,2836,1354,570,114
11650540,2021,8,6,2003,3341,3394,3504,5192,4537,2825,1362,572,109
11650540,2021,9,7,1997,3348,3396,3449,5191,4561,2830,1363,566,113
11650540,2021,10,7,1996,3358,3376,3422,5163,4589,2852,1367,570,113
11650540,2021,11,8,1963,3377,3365,3401,5141,4582,2871,1380,574,112
11650540,2021,12,8,1943,3398,3368,3393,5114,4606,2874,1373,584,110
11650550,2021,1,12,569,1879,1486,879,2204,2173,1267,995,340,39
11650550,2021,2,12,552,1863,1464,865,2159,2189,1267,993,343,43
11650550,2021,4,6,536,1811,1451,841,2074,2138,1240,945,318,39
11650550,2021,5,6,513,1757,1440,815,2015,2117,1249,938,313,39
11650550,2021,6,6,479,1642,1344,764,1866,2010,1163,861,297,37
11650550,2021,7,6,414,1373,1145,672,1595,1714,961,725,257,30
11650550,2021,8,6,331,1098,926,563,1296,1374,789,526,192,24
11650550,2021,9,6,255,896,749,444,1055,1132,612,398,158,20
11650550,2021,10,4,198,703,572,334,795,883,443,284,114,13
11650550,2021,11,4,134,466,340,226,551,533,294,187,68,7
11650550,2021,12,4,99,317,237,161,380,371,211,129,54,6
11650560,2021,1,19,3034,3517,4210,5465,6621,4138,2985,1644,519,97
11650560,2021,2,19,3073,3499,4129,5428,6613,4162,2997,1646,518,96
11650560,2021,4,8,3010,3516,4121,5351,6596,4178,3016,1628,526,90
11650560,2021,5,8,2995,3531,4106,5343,6612,4204,3041,1628,537,92
11650560,2021,6,8,3111,3609,4162,5425,6795,4329,3159,1688,547,95
11650560,2021,7,8,3224,3739,4207,5523,6980,4457,3245,1736,562,99
11650560,2021,8,8,3247,3761,4214,5569,7026,4488,3274,1756,562,102
11650560,2021,9,9,3278,3786,4206,5624,7058,4523,3289,1764,569,102
11650560,2021,10,9,3267,3802,4222,5629,7067,4555,3315,1786,579,101
11650560,2021,11,8,3259,3826,4198,5615,7073,4574,3338,1787,583,97
11650560,2021,12,7,3293,3840,4197,5612,7103,4583,3348,1794,590,97
11650570,2021,1,26,1851,2789,1346,1527,3730,2134,1350,947,322,61
11650570,2021,2,26,1839,2804,1339,1517,3715,2149,1345,954,320,61
11650570,2021,4,10,1806,2793,1333,1476,3644,2147,1346,914,323,47
11650570,2021,5,8,1791,2795,1319,1475,3630,2141,1350,913,327,45
11650570,2021,6,8,1770,2798,1332,1447,3626,2142,1360,912,337,44
11650570,2021,7,8,1746,2810,1325,1416,3627,2151,1361,923,339,44
11650570,2021,8,8,1736,2813,1328,1382,3617,2170,1374,922,341,46
11650570,2021,9,8,1723,2824,1323,1371,3607,2194,1378,922,344,46
11650570,2021,10,6,1723,2829,1323,1340,3617,2204,1375,918,347,46
11650570,2021,11,5,1707,2834,1333,1320,3617,2224,1378,928,357,47
11650570,2021,12,5,1682,2850,1331,1301,3600,2229,1383,924,355,47
11650580,2021,1,15,1996,2953,2515,2626,4535,3520,2260,1320,516,101
11650580,2021,2,16,2001,2964,2503,2620,4559,3539,2260,1328,513,103
11650580,2021,4,18,1978,2964,2494,2602,4529,3546,2249,1340,515,101
11650580,2021,5,18,1963,2954,2494,2579,4531,3545,2265,1341,511,103
11650580,2021,6,11,1951,2970,2494,2549,4546,3549,2273,1354,520,104
11650580,2021,7,11,1933,2972,2475,2520,4528,3571,2275,1364,524,106
11650580,2021,8,11,1902,2978,2452,2477,4516,3579,2283,1368,532,107
11650580,2021,9,11,1875,3007,2418,2451,4521,3588,2300,1356,542,106
11650580,2021,10,11,1867,3014,2408,2454,4490,3617,2308,1351,549,106
11650580,2021,11,9,1856,3025,2405,2439,4474,3626,2319,1352,555,106
11650580,2021,12,9,1848,3056,2388,2421,4483,3652,2313,1357,557,106
11650581,2021,1,7,1679,2182,2302,2641,3570,2888,2329,1256,425,98
11650581,2021,2,7,1677,2193,2287,2613,3583,2894,2342,1254,429,100
11650581,2021,4,3,1666,2159,2236,2573,3566,2886,2325,1245,426,94
11650581,2021,5,3,1656,2176,2205,2553,3564,2887,2320,1249,422,92
11650581,2021,6,3,1633,2171,2211,2524,3548,2884,2325,1247,426,93
11650581,2021,7,3,1620,2173,2203,2501,3533,2883,2326,1238,436,88
11650581,2021,8,3,1626,2180,2209,2507,3545,2883,2327,1248,438,87
11650581,2021,9,3,1621,2188,2221,2493,3552,2882,2344,1249,442,88
11650581,2021,10,3,1614,2213,2225,2477,3585,2924,2333,1239,448,88
11650581,2021,11,3,1626,2207,2215,2481,3577,2943,2333,1234,452,88
11650581,2021,12,2,1630,2221,2197,2464,3594,2963,2326,1236,457,87
11650590,2021,1,9,1498,2756,2679,2425,3947,3435,2274,1329,617,104
11650590,2021,2,8,1499,2753,2666,2418,3951,3431,2283,1335,613,105
11650590,2021,4,5,1483,2732,2658,2399,3918,3435,2274,1329,615,105
11650590,2021,5,5,1471,2732,2651,2374,3879,3463,2275,1319,606,103
11650590,2021,6,6,1453,2720,2652,2356,3855,3478,2291,1318,606,102
11650590,2021,7,7,1437,2737,2641,2354,3852,3471,2301,1317,611,104
11650590,2021,8,7,1439,2747,2649,2350,3861,3481,2296,1315,611,103
11650590,2021,9,7,1422,2769,2640,2345,3865,3479,2301,1317,615,102
11650590,2021,10,7,1416,2812,2633,2339,3871,3486,2301,1312,629,102
11650590,2021,11,7,1405,2819,2617,2329,3872,3510,2316,1302,636,102
11650590,2021,12,7,1401,2817,2610,2336,3870,3502,2320,1299,640,105
11650600,2021,1,12,1170,1328,2494,2957,2800,2471,2138,1327,467,77
11650600,2021,2,12,1154,1316,2464,2955,2785,2459,2129,1328,474,75
11650600,2021,4,6,1129,1320,2455,2933,2768,2432,2128,1318,480,70
11650600,2021,5,5,1120,1323,2435,2932,2755,2445,2127,1310,490,70
11650600,2021,6,5,1117,1331,2436,2904,2756,2433,2141,1313,501,70
11650600,2021,7,5,1110,1331,2425,2901,2766,2428,2147,1317,503,72
11650600,2021,8,5,1096,1317,2382,2878,2744,2444,2149,1321,511,69
11650600,2021,9,5,1090,1326,2372,2870,2749,2459,2175,1326,511,70
11650600,2021,10,5,1070,1324,2356,2863,2739,2462,2173,1334,511,71
11650600,2021,11,5,1073,1330,2344,2836,2736,2483,2165,1340,510,71
11650600,2021,12,5,1075,1315,2319,2829,2730,2485,2163,1348,508,71
11650610,2021,1,13,1171,1636,2844,3162,3087,3158,2863,1657,531,96
11650610,2021,2,14,1172,1621,2832,3130,3098,3142,2863,1652,543,97
11650610,2021,4,5,1137,1616,2786,3066,3040,3099,2871,1633,522,94
11650610,2021,5,5,1132,1623,2774,3060,3017,3109,2885,1622,521,95
11650610,2021,6,5,1127,1633,2743,3039,3012,3093,2882,1627,531,95
11650610,2021,7,5,1119,1617,2720,3043,2998,3073,2890,1628,537,94
11650610,2021,8,5,1122,1624,2684,3041,2999,3061,2892,1635,551,94
11650610,2021,9,5,1113,1630,2641,3024,2991,3065,2883,1641,551,95
11650610,2021,10,4,1124,1640,2613,3005,3004,3062,2879,1644,551,93
11650610,2021,11,4,1118,1611,2584,2999,2994,3029,2881,1634,553,92
11650610,2021,12,4,1100,1602,2559,2959,3008,2983,2857,1628,558,89
11650620,2021,1,3,1315,1969,2755,2909,3192,3505,3154,1645,588,111
11650620,2021,2,4,1290,1967,2703,2861,3204,3467,3166,1636,593,110
11650620,2021,4,4,1255,1885,2583,2779,3055,3335,3051,1572,571,105
11650620,2021,5,4,1232,1849,2496,2687,3002,3261,2996,1553,569,103
11650620,2021,6,4,1217,1811,2397,2593,2965,3158,2931,1537,568,98
11650620,2021,7,4,1231,1789,2350,2527,2925,3136,2893,1500,566,98
11650620,2021,8,4,1284,1839,2377,2518,2964,3206,2905,1496,572,101
11650620,2021,9,4,1340,1818,2293,2490,2924,3091,2797,1460,563,99
11650620,2021,10,4,1317,1840,2268,2466,2925,3097,2785,1453,561,96
11650620,2021,11,4,1319,1845,2253,2467,2909,3094,2770,1462,566,97
11650620,2021,12,4,1307,1850,2249,2449,2926,3100,2776,1457,565,100
11650621,2021,1,12,1669,2625,3190,3611,4295,3574,2410,1646,652,86
11650621,2021,2,12,1665,2618,3165,3577,4290,3577,2407,1645,674,85
11650621,2021,4,3,1634,2615,3121,3510,4268,3590,2412,1619,686,82
11650621,2021,5,3,1631,2620,3118,3474,4278,3598,2428,1615,688,83
11650621,2021,6,3,1620,2624,3108,3462,4281,3596,2439,1614,698,86
11650621,2021,7,3,1611,2625,3087,3449,4294,3603,2434,1604,701,90
11650621,2021,8,3,1600,2646,3074,3409,4318,3593,2464,1602,706,93
11650621,2021,9,3,1582,2657,3055,3384,4317,3621,2469,1608,710,92
11650621,2021,10,2,1584,2671,3045,3339,4320,3652,2461,1608,710,94
11650621,2021,11,1,1582,2698,3039,3325,4326,3677,2457,1612,719,94
11650621,2021,12,1,1567,2720,3015,3298,4319,3697,2471,1618,724,94
11650651,2021,1,6,3943,4347,5365,6719,7756,6309,5618,3011,1042,229
11650651,2021,2,7,3869,4308,5344,6644,7715,6271,5624,3018,1036,222
11650651,2021,4,5,3775,4285,5320,6595,7610,6238,5700,3000,1038,223
11650651,2021,5,5,3734,4304,5274,6585,7612,6231,5734,2997,1035,221
11650651,2021,6,5,3700,4328,5263,6526,7603,6224,5764,3016,1033,228
11650651,2021,7,6,3636,4356,5244,6463,7594,6227,5759,3014,1028,230
11650651,2021,8,6,3573,4330,5210,6412,7567,6226,5753,3022,1031,226
11650651,2021,9,7,3529,4339,5203,6366,7546,6249,5788,3018,1034,224
11650651,2021,10,7,3503,4339,5179,6333,7522,6232,5810,3032,1050,232
11650651,2021,11,6,3458,4356,5123,6329,7527,6230,5826,3017,1065,233
11650651,2021,12,7,3412,4334,5123,6302,7484,6239,5845,3021,1075,232
11650652,2021,1,10,1439,1624,3361,4531,3722,3341,2641,1308,371,89
11650652,2021,2,10,1414,1612,3337,4496,3711,3342,2650,1303,380,90
11650652,2021,4,5,1399,1593,3334,4421,3694,3352,2637,1291,384,90
11650652,2021,5,5,1393,1593,3333,4404,3685,3372,2649,1288,388,90
11650652,2021,6,5,1393,1588,3326,4406,3668,3363,2668,1287,388,89
11650652,2021,7,4,1393,1584,3343,4383,3679,3345,2676,1285,386,86
11650652,2021,8,4,1384,1586,3372,4358,3669,3341,2685,1287,387,84
11650652,2021,9,4,1357,1572,3335,4331,3656,3338,2705,1285,392,81
11650652,2021,10,4,1340,1582,3345,4275,3672,3349,2699,1293,396,80
11650652,2021,11,3,1325,1560,3323,4253,3676,3344,2703,1301,398,81
11650652,2021,12,3,1306,1552,3317,4254,3661,3330,2716,1306,402,80
11650660,2021,1,12,1989,1302,1937,2708,3049,2499,2461,1453,512,91
11650660,2021,2,12,1948,1316,1915,2671,3058,2491,2468,1455,513,90
11650660,2021,4,10,1911,1319,1910,2671,3035,2460,2495,1458,529,92
11650660,2021,5,5,1917,1333,1891,2642,3050,2456,2493,1453,528,90
11650660,2021,6,5,1902,1348,1897,2610,3052,2438,2510,1446,534,90
11650660,2021,7,4,1886,1336,1903,2591,3042,2432,2523,1435,528,89
11650660,2021,8,4,1853,1317,1903,2566,3031,2420,2537,1439,535,88
11650660,2021,9,4,1846,1320,1889,2563,3023,2448,2543,1440,556,87
11650660,2021,10,4,1839,1326,1864,2523,3035,2430,2544,1453,555,87
11650660,2021,11,5,1823,1332,1859,2479,3046,2421,2562,1455,552,89
11650660,2021,12,5,1800,1325,1859,2449,3029,2439,2555,1459,551,89
11680510,2021,1,10,945,1688,2224,2368,2941,2498,1789,1415,607,98
11680510,2021,2,10,936,1678,2211,2320,2929,2493,1796,1420,612,94
11680510,2021,4,5,929,1638,2204,2281,2884,2494,1789,1396,615,101
11680510,2021,5,5,923,1619,2199,2262,2856,2489,1778,1388,617,97
11680510,2021,6,5,915,1597,2191,2257,2825,2497,1793,1392,615,98
11680510,2021,7,5,907,1601,2162,2225,2820,2496,1790,1390,621,99
11680510,2021,8,5,912,1601,2135,2209,2801,2506,1806,1380,621,100
11680510,2021,9,5,925,1606,2124,2204,2794,2502,1811,1390,628,98
11680510,2021,10,4,917,1595,2115,2193,2791,2502,1827,1384,629,100
11680510,2021,11,4,902,1588,2103,2184,2761,2526,1838,1381,639,98
11680510,2021,12,4,893,1584,2086,2184,2752,2540,1834,1376,641,99
11680521,2021,1,20,703,884,4618,5792,3887,2821,2312,1373,491,74
11680521,2021,2,21,693,890,4611,5743,3895,2813,2302,1374,497,75
11680521,2021,4,5,697,884,4594,5625,3839,2814,2252,1364,498,71
11680521,2021,5,6,690,878,4609,5607,3815,2828,2241,1356,502,70
11680521,2021,6,6,688,884,4563,5600,3830,2816,2251,1354,499,72
11680521,2021,7,5,692,879,4523,5584,3823,2823,2233,1342,504,73
11680521,2021,8,5,684,874,4488,5604,3816,2830,2240,1341,500,75
11680521,2021,9,5,677,868,4493,5544,3827,2836,2226,1335,512,78
11680521,2021,10,6,661,861,4443,5547,3801,2825,2246,1331,514,80
11680521,2021,11,6,653,853,4377,5508,3789,2820,2252,1331,518,80
11680521,2021,12,4,644,851,4317,5485,3774,2827,2244,1331,512,84
11680531,2021,1,20,1113,1325,3538,4552,3819,2988,2240,1541,498,89
11680531,2021,2,20,1115,1319,3508,4523,3834,2970,2253,1536,504,87
11680531,2021,4,5,1090,1314,3510,4429,3840,2975,2255,1514,511,79
11680531,2021,5,5,1085,1308,3489,4394,3858,2956,2269,1505,512,83
11680531,2021,6,5,1087,1299,3445,4378,3853,2959,2271,1504,516,82
11680531,2021,7,5,1075,1299,3420,4343,3840,2949,2273,1506,521,85
11680531,2021,8,5,1067,1303,3412,4326,3850,2951,2263,1508,521,84
11680531,2021,9,5,1055,1304,3402,4317,3828,2944,2271,1502,524,83
11680531,2021,10,3,1035,1299,3405,4280,3802,2965,2264,1499,524,81
11680531,2021,11,3,1033,1290,3420,4264,3787,2982,2235,1496,526,82
11680531,2021,12,2,1020,1277,3408,4253,3745,2986,2234,1486,525,82
11680545,2021,1,18,2134,2801,3172,3349,4878,4109,3166,2420,973,170
11680545,2021,2,18,2137,2789,3166,3294,4853,4154,3160,2428,979,167
11680545,2021,4,11,2120,2759,3104,3236,4734,4161,3180,2396,973,167
11680545,2021,5,12,2103,2764,3067,3207,4694,4156,3189,2399,985,168
11680545,2021,6,9,2085,2765,3051,3170,4655,4151,3183,2384,1004,163
11680545,2021,7,8,2072,2764,3037,3120,4636,4169,3193,2397,1011,163
11680545,2021,8,9,2057,2738,3016,3099,4615,4161,3199,2392,1012,163
11680545,2021,9,9,2037,2747,2994,3080,4615,4165,3208,2386,1033,163
11680545,2021,10,10,2018,2735,2983,3065,4587,4171,3210,2388,1042,159
11680545,2021,11,10,2015,2749,2965,3043,4577,4183,3229,2377,1039,163
11680545,2021,12,11,2016,2737,2952,3026,4570,4178,3235,2376,1042,162
11680565,2021,1,30,2148,2269,3801,4442,4798,4010,3015,1781,618,126
11680565,2021,2,30,2144,2255,3777,4423,4813,4007,3019,1793,619,126
11680565,2021,4,10,2105,2234,3768,4330,4748,3964,3006,1748,621,116
11680565,2021,5,10,2090,2234,3729,4277,4735,3974,3014,1743,623,114
11680565,2021,6,10,2077,2226,3741,4214,4711,3959,3008,1711,616,106
11680565,2021,7,10,2059,2233,3718,4163,4696,3976,3007,1713,615,103
11680565,2021,8,8,2052,2229,3686,4161,4696,3961,3030,1709,620,105
11680565,2021,9,7,2021,2200,3652,4126,4657,3938,3024,1707,616,106
11680565,2021,10,5,1999,2189,3606,4062,4626,3936,3015,1695,614,105
11680565,2021,11,5,1964,2204,3562,4017,4611,3953,2995,1685,617,106
11680565,2021,12,5,1974,2211,3519,4016,4602,3956,2997,1679,619,106
11680580,2021,1,7,850,1287,1894,1945,2163,2175,1681,966,303,70
11680580,2021,2,7,849,1276,1864,1935,2164,2182,1680,971,313,70
11680580,2021,4,3,836,1250,1849,1915,2125,2166,1692,954,314,64
11680580,2021,5,3,834,1253,1815,1911,2117,2156,1696,943,322,64
11680580,2021,6,3,831,1249,1810,1899,2101,2181,1702,941,327,61
11680580,2021,7,3,824,1241,1779,1893,2117,2178,1698,945,337,62
11680580,2021,8,3,826,1226,1781,1878,2110,2167,1701,952,339,62
11680580,2021,9,3,827,1232,1767,1855,2119,2160,1692,949,345,59
11680580,2021,10,3,817,1230,1757,1848,2118,2150,1698,953,340,57
11680580,2021,11,3,810,1228,1739,1855,2103,2144,1704,945,342,59
11680580,2021,12,2,799,1228,1723,1846,2083,2144,1688,960,345,60
11680590,2021,1,15,2366,3523,3870,4915,6407,4187,2449,1692,517,84
11680590,2021,2,16,2369,3520,3839,4881,6384,4218,2450,1691,530,84
11680590,2021,4,13,2364,3467,3806,4851,6314,4241,2456,1650,534,83
11680590,2021,5,13,2324,3453,3798,4784,6261,4273,2471,1655,544,84
11680590,2021,6,9,2303,3432,3799,4726,6248,4270,2474,1645,542,81
11680590,2021,7,9,2263,3448,3815,4723,6209,4307,2497,1657,552,83
11680590,2021,8,9,2237,3459,3790,4693,6172,4322,2488,1652,553,85
11680590,2021,9,9,2216,3489,3809,4692,6179,4366,2493,1662,558,85
11680590,2021,10,9,2245,3571,3839,4745,6274,4475,2555,1703,572,89
11680590,2021,11,6,2270,3597,3861,4777,6312,4546,2604,1725,582,90
11680590,2021,12,4,2272,3578,3887,4778,6322,4576,2601,1742,587,89
11680600,2021,1,14,1934,5517,2451,1538,6079,3824,1922,1075,353,68
11680600,2021,2,15,1932,5467,2427,1525,6036,3839,1920,1091,354,69
11680600,2021,4,10,1882,5461,2412,1488,5961,3871,1931,1087,350,68
11680600,2021,5,10,1844,5463,2427,1465,5928,3897,1953,1101,354,70
11680600,2021,6,5,1804,5476,2441,1442,5893,3911,1958,1093,351,70
11680600,2021,7,5,1788,5451,2413,1431,5838,3933,1971,1102,353,71
11680600,2021,8,5,1774,5432,2406,1423,5788,3952,1975,1099,360,72
11680600,2021,9,5,1766,5418,2390,1405,5760,3963,1998,1109,361,74
11680600,2021,10,5,1751,5439,2394,1389,5767,4005,2010,1106,365,73
11680600,2021,11,6,1739,5432,2384,1390,5723,4011,2022,1107,371,71
11680600,2021,12,6,1732,5379,2378,1397,5655,4011,2045,1123,367,72
11680610,2021,1,22,1972,6309,4848,3272,7195,6668,4196,2113,596,108
11680610,2021,2,23,1972,6176,4758,3278,7091,6596,4238,2138,594,107
11680610,2021,4,9,1956,6082,4665,3273,7004,6522,4319,2143,598,104
11680610,2021,5,6,1957,6041,4623,3288,6950,6513,4343,2143,594,103
11680610,2021,6,5,1963,6030,4591,3264,6943,6509,4355,2158,599,101
11680610,2021,7,5,1967,6047,4547,3250,6879,6513,4364,2155,593,102
11680610,2021,8,5,1966,6043,4533,3219,6845,6424,4357,2160,594,99
11680610,2021,9,4,1948,6047,4502,3186,6827,6416,4390,2170,588,101
11680610,2021,10,2,1979,6092,4508,3178,6900,6467,4420,2186,590,98
11680610,2021,11,2,2004,6075,4476,3178,6897,6496,4430,2216,596,100
11680610,2021,12,1,2038,6060,4449,3202,6896,6476,4454,2229,601,101
11680630,2021,1,8,752,2503,3405,3341,4081,3237,1576,1083,316,45
11680630,2021,2,8,739,2489,3415,3334,4064,3244,1576,1084,314,45
11680630,2021,4,1,718,2418,3364,3311,3972,3228,1576,1084,308,44
11680630,2021,5,1,706,2398,3344,3319,3941,3253,1573,1077,309,45
11680630,2021,6,1,696,2438,3341,3313,3953,3251,1565,1082,313,44
11680630,2021,7,1,687,2462,3330,3291,3956,3231,1581,1074,315,46
11680630,2021,8,1,685,2537,3377,3287,3943,3230,1578,1064,317,48
11680630,2021,9,1,685,2521,3384,3268,3954,3220,1574,1051,322,49
11680630,2021,10,1,676,2519,3370,3260,3941,3231,1581,1052,327,46
11680630,2021,11,1,676,2491,3336,3240,3927,3243,1580,1045,329,46
11680630,2021,12,2,673,2422,3321,3208,3939,3254,1584,1035,332,45
11680640,2021,1,27,1032,1393,7512,10060,6068,4225,3054,1688,563,94
11680640,2021,2,27,1015,1391,7441,10088,6096,4248,3060,1701,567,101
11680640,2021,4,10,1008,1360,7446,10023,6065,4213,3056,1659,548,93
11680640,2021,5,10,984,1373,7438,10019,6084,4193,3054,1653,565,93
11680640,2021,6,10,975,1398,7410,10016,6136,4169,3067,1652,571,91
11680640,2021,7,10,980,1445,7432,10016,6151,4166,3090,1647,579,90
11680640,2021,8,10,958,1507,7457,9998,6119,4157,3089,1653,586,86
11680640,2021,9,10,964,1495,7443,10011,6116,4171,3080,1633,592,84
11680640,2021,10,10,958,1484,7438,10055,6090,4195,3089,1630,594,85
11680640,2021,11,9,949,1458,7449,10024,6119,4199,3107,1621,604,88
11680640,2021,12,8,956,1406,7461,10004,6137,4193,3105,1615,613,89
11680650,2021,1,22,2903,5586,4652,5202,8641,4904,2592,1750,566,99
11680650,2021,2,22,2919,5567,4616,5172,8624,4935,2618,1750,570,98
11680650,2021,4,7,2843,5456,4438,5126,8492,4968,2635,1725,551,81
11680650,2021,5,7,2821,5454,4445,5050,8493,5012,2628,1736,555,80
11680650,2021,6,7,2799,5453,4452,4988,8471,5028,2642,1727,563,80
11680650,2021,7,7,2752,5458,4410,4938,8452,5072,2646,1741,563,82
11680650,2021,8,7,2739,5490,4399,4892,8456,5088,2646,1748,563,81
11680650,2021,9,7,2684,5509,4390,4860,8458,5120,2640,1753,572,81
11680650,2021,10,6,2670,5529,4400,4836,8490,5170,2639,1755,576,79
11680650,2021,11,7,2635,5518,4382,4802,8421,5208,2629,1750,580,76
11680650,2021,12,6,2625,5529,4395,4782,8460,5222,2630,1754,590,79
11680655,2021,1,11,1751,2372,2958,3204,3876,3526,2569,1246,472,90
11680655,2021,2,11,1741,2376,2930,3200,3895,3534,2557,1246,473,92
11680655,2021,4,3,1723,2361,2916,3155,3858,3498,2564,1219,475,93
11680655,2021,5,3,1719,2353,2910,3124,3863,3499,2574,1228,472,93
11680655,2021,6,3,1712,2352,2889,3101,3855,3490,2589,1230,478,91
11680655,2021,7,3,1708,2367,2865,3077,3865,3465,2593,1230,478,90
11680655,2021,8,4,1697,2359,2848,3051,3833,3448,2579,1225,484,87
11680655,2021,9,4,1682,2351,2831,3028,3825,3443,2577,1231,484,87
11680655,2021,10,4,1670,2356,2817,3027,3819,3440,2595,1237,480,89
11680655,2021,11,4,1656,2371,2797,3002,3805,3430,2601,1243,480,91
11680655,2021,12,3,1652,2377,2756,2991,3797,3412,2604,1240,485,88
11680656,2021,1,15,2892,4777,4008,3545,6539,5483,3591,2150,759,140
11680656,2021,2,15,2911,4775,3970,3517,6542,5507,3613,2155,764,140
11680656,2021,4,9,2856,4764,3904,3457,6496,5479,3614,2143,779,143
11680656,2021,5,9,2829,4760,3893,3410,6456,5497,3619,2146,780,141
11680656,2021,6,8,2808,4762,3878,3399,6443,5507,3629,2146,781,142
11680656,2021,7,8,2785,4767,3872,3383,6422,5517,3630,2144,785,141
11680656,2021,8,8,2760,4784,3842,3355,6418,5524,3623,2134,789,138
11680656,2021,9,8,2753,4758,3842,3315,6379,5554,3631,2150,794,139
11680656,2021,10,4,2719,4765,3821,3282,6363,5549,3647,2148,799,143
11680656,2021,11,2,2700,4771,3790,3270,6339,5545,3658,2160,809,145
11680656,2021,12,2,2709,4779,3762,3288,6299,5558,3650,2153,814,149
11680660,2021,1,13,375,597,737,679,956,1071,1201,696,246,47
11680660,2021,2,13,386,586,733,673,969,1063,1205,709,247,47
11680660,2021,4,6,378,573,719,667,929,1047,1187,705,236,46
11680660,2021,5,6,371,577,712,659,931,1036,1193,712,241,46
11680660,2021,6,7,359,587,711,657,927,1036,1198,712,238,47
11680660,2021,7,7,359,579,707,652,925,1036,1196,712,240,51
11680660,2021,8,7,351,576,705,646,906,1027,1192,716,242,51
11680660,2021,9,7,349,577,705,638,906,1030,1187,716,246,51
11680660,2021,10,8,343,579,693,636,896,1023,1189,715,244,49
11680660,2021,11,8,337,579,691,629,889,1009,1197,718,243,49
11680660,2021,12,5,345,605,704,632,919,1023,1219,719,248,51
11680670,2021,1,9,1655,2530,2898,2790,3694,3818,3020,1314,373,83
11680670,2021,2,11,1667,2510,2853,2792,3660,3809,3021,1326,376,83
11680670,2021,4,11,1683,2463,2795,2744,3659,3752,3084,1349,379,79
11680670,2021,5,6,1682,2469,2774,2719,3646,3723,3088,1347,369,79
11680670,2021,6,6,1687,2454,2767,2702,3639,3705,3112,1357,371,79
11680670,2021,7,6,1691,2468,2734,2704,3635,3699,3127,1370,370,79
11680670,2021,8,6,2150,3137,3180,2951,4465,4307,3303,1433,407,85
11680670,2021,9,6,2253,3335,3410,3130,4675,4620,3403,1482,423,89
11680670,2021,10,6,2306,3411,3474,3209,4786,4735,3435,1524,437,89
11680670,2021,11,5,2336,3461,3516,3227,4836,4776,3471,1542,434,90
11680670,2021,12,1,2346,3505,3531,3234,4870,4831,3472,1559,437,88
11680690,2021,1,8,1670,2191,3227,3564,3907,3867,2957,1320,398,74
11680690,2021,2,8,1701,2260,3274,3641,3996,3939,2995,1328,400,78
11680690,2021,4,5,1701,2268,3317,3647,4006,3964,3061,1322,410,77
11680690,2021,5,5,1689,2269,3298,3651,3973,3960,3076,1332,414,77
11680690,2021,6,5,1692,2279,3287,3654,3985,3965,3073,1335,409,73
11680690,2021,7,5,1691,2280,3262,3665,3962,3964,3107,1333,413,73
11680690,2021,8,5,1679,2285,3265,3643,3974,3952,3118,1341,411,75
11680690,2021,9,5,1673,2274,3262,3637,3961,3960,3129,1352,410,74
11680690,2021,10,5,1658,2278,3233,3631,3947,3971,3137,1355,412,74
11680690,2021,11,5,1663,2270,3220,3632,3947,3988,3139,1362,417,76
11680690,2021,12,4,1667,2262,3211,3642,3928,4013,3125,1363,420,75
11680700,2021,1,10,4439,4585,5374,6784,7823,5989,5015,2703,1232,256
11680700,2021,2,10,4366,4620,5338,6681,7856,5987,5020,2704,1233,265
11680700,2021,4,9,4283,4638,5328,6577,7854,5970,5038,2717,1231,261
11680700,2021,5,7,4229,4650,5316,6523,7857,5976,5040,2730,1233,261
11680700,2021,6,7,4201,4665,5285,6485,7894,5964,5054,2733,1232,262
11680700,2021,7,7,4158,4671,5274,6380,7893,5973,5088,2719,1233,264
11680700,2021,8,7,4085,4687,5271,6293,7857,5983,5094,2694,1232,264
11680700,2021,9,7,4022,4702,5243,6296,7849,6008,5133,2696,1245,265
11680700,2021,10,8,3964,4699,5203,6276,7849,6001,5164,2677,1264,264
11680700,2021,11,9,3894,4717,5220,6237,7819,6044,5207,2680,1273,267
11680700,2021,12,8,3847,4712,5171,6198,7815,6055,5201,2679,1275,271
11680720,2021,1,4,2181,3378,2617,2938,4549,3731,2878,1112,386,111
11680720,2021,2,5,2174,3340,2585,2906,4541,3724,2887,1116,386,109
11680720,2021,4,5,2120,3330,2573,2837,4506,3711,2904,1128,389,108
